ASIN,StarRating,Title,ReviewLink,ReviewDate,AuthorName,VerifiedPurchase,ReviewText
B07DPLWT7M,4,Thunderbolt standard still needs some work,https://www.amazon.com/gp/customer-reviews/R1V75TP2T6Z4RV/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DPLWT7M," May 29, 2020",Andrew Mills,,The firmware on these units is older so I went through HPs process to update them and it causes my zbook 15 G3 on Win 10 1809 to blue screen while updated the USB drivers. The Dock itself is nice but it seems like the Thunderbolt standard and HP have not worked out all the bugs. Just do a Google search and you can see the issues.
B07DPLWT7M,5,Great Thunderbolt docking station with USB C IPad support.,https://www.amazon.com/gp/customer-reviews/R2G703QLRFQU2/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DPLWT7M," March 26, 2020",0405069,,I got this to use on my elitebook 840 g5 and found it also works great on a 2018 IPad Pro with full peripheral and display support.
B07DD1V15T,5,"It ain’t cheap, but what is?",https://www.amazon.com/gp/customer-reviews/RYQWO29Z2JCGC/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DD1V15T," July 20, 2019",Naren,Verified Purchase,"This is one nice computer, this little baby tells us exactly when the early bird special starts at diner. He’ll, it even calculates tips for us. The Miss’s uses it to find new cornbread recipes. I give it 5 shiny stars."
B07DKVHS8M,3,"Light, sufficiently-solid, powerful laptop with a good display. Fan does get noticeable during intense tasks.",https://www.amazon.com/gp/customer-reviews/R1E0GJE0R5FNJM/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DKVHS8M," July 4, 2018",Sam,Verified Purchase,"EDIT: This probably isn't the case for every model, but mine started making faint, high-pitched coil whine, especially when plugged in.. It's not loud but definitely enough to drive me nuts since I don't normally play any music while working. Returning mine.."
B07DKVHS8M,5,Solid laptop with no issues so far (except Win10),https://www.amazon.com/gp/customer-reviews/R3RS3DJO8OX0J5/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DKVHS8M," August 11, 2018",AK,Verified Purchase,"I've been a long time computer guy and traveler that is hard on equipment. I've had many different laptops including, Asus, Sager, Apple, and Dell. My son and I have both had our Sagers fall apart after a year or two, good hardware, bad construction in both cases. Apple did slightly better lasting 3 - 4 years but finally dying due to hardware failures, the conspiracy theorist in me thinks Apple may imbed some code in their updates to force obsolescence? My sons Dell XPS 13 has been flawless so far and I would have bought one of those if I could get a good price on XPS15."
B07DKVHS8M,5,There aren't a lot of reviews or info on this. Read this.,https://www.amazon.com/gp/customer-reviews/R3BDGVYSTY9MCY/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DKVHS8M," September 7, 2018",Kris,Verified Purchase,"Writing this, there aren't a tremendous amount of reviews. i probably know what you went thru. i personally looked at the dell XPS 13 and the Lenovo T480. had and felt both."
B07DCG6DK1,4,It's decent,https://www.amazon.com/gp/customer-reviews/R39FYNYZQE5FKF/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DCG6DK1," January 10, 2019",AussieG,,"I once bought a laptop for $500. It is now on it's last leg. I can't unplug it or else it will die and load up time is unbearable. I'm an artist, so I need something with power. I decided the Omen was for me. I do find myself on occasion lamenting the $1,000 I've spent on this. I do like it though, so I haven't returned it. It lags every once in a while with only 3 programs running. I was warned a long time ago though, that gaming laptops aren't so great at multitasking. With the HP Omen having twice the power of my old HP, I thought this would be better. I still can't play Street Fighter 5 on this and I couldn't on my old one. It has trouble working with large Window's Paint files, while my old HP didn't really. I love the lit keyboard, though I don't use my computer in the dark. I like the feel of it all. I can type faster on this keyboard and the weight is surprisingly light. I am mostly pleased with this."
B07DCGFJ4B,5,Excellent pc!,https://www.amazon.com/gp/customer-reviews/R3648Y8O21ABEQ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DCGFJ4B," February 13, 2020",Linda K. Coley,Verified Purchase,Excellent pc! I got it upgraded and am so glad I did. They did an awesome job and have outstanding customer service @ Michael Electronics 2. Love this pc!
B07DCGCT69,5,Excellent pc!,https://www.amazon.com/gp/customer-reviews/R3648Y8O21ABEQ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DCGCT69," February 13, 2020",Linda K. Coley,Verified Purchase,Excellent pc! I got it upgraded and am so glad I did. They did an awesome job and have outstanding customer service @ Michael Electronics 2. Love this pc!
B07DCH6DKD,5,Purchased for AutoCAD / Navisworks Use,https://www.amazon.com/gp/customer-reviews/ROJMVD8JKWAFH/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DCH6DKD," October 5, 2018",Megan & John,Verified Purchase,Purchase this for my work.
B07DCH6DKD,5,Super duty,https://www.amazon.com/gp/customer-reviews/R15CJ7DOD8AT4T/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DCH6DKD," November 27, 2019",Bobb Burkholder,Verified Purchase,Running ACAD and Carlson remotely. This laptop runs phenomenal!
B07DCFXQ2L,5,Good Workstation,https://www.amazon.com/gp/customer-reviews/R69BXQU6PVS0L/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DCFXQ2L," April 5, 2019",George R.,Verified Purchase,"I like its speed with the 6 cores. I use it for cycles computations rather than games. It's a little hard to read the red keyboard, so I keep the backlighting on. I've recently purchased a virtual reality headset, but I haven't had the time to try it out. Looking forward to it."
B07DCFXQ2L,5,Amazing machine!,https://www.amazon.com/gp/customer-reviews/R36U115NAECXCQ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DCFXQ2L," December 11, 2018",pss2000,Verified Purchase,"Up and running in minutes after taking it out of the box. So far, not a single issue. Powerful and fast. Couldn't be happier. Strongly recommended."
B07D96WSF7,5,Hands down my favorite laptop,https://www.amazon.com/gp/customer-reviews/RXTJR6C3LN742/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07D96WSF7," September 21, 2018",EJinAustin,Verified Purchase,"I love this laptop! Fast, beautiful, and versatile. I wish I would have sprung for the bigger hard drive, but that's on me."
B07DCFLQ4P,5,Purchased for AutoCAD / Navisworks Use,https://www.amazon.com/gp/customer-reviews/ROJMVD8JKWAFH/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DCFLQ4P," October 5, 2018",Megan & John,Verified Purchase,Purchase this for my work.
B07DCFLQ4P,5,Super duty,https://www.amazon.com/gp/customer-reviews/R15CJ7DOD8AT4T/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DCFLQ4P," November 27, 2019",Bobb Burkholder,Verified Purchase,Running ACAD and Carlson remotely. This laptop runs phenomenal!
B07DCF51WQ,4,I want to add my 5 stars,https://www.amazon.com/gp/customer-reviews/R32CH300SAA9DU/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DCF51WQ," January 29, 2019",David Oliveira,Verified Purchase,"Really smooth running, just got it, very fast to set up"
B07DCFX8LX,5,Excellent pc!,https://www.amazon.com/gp/customer-reviews/R3648Y8O21ABEQ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DCFX8LX," February 13, 2020",Linda K. Coley,Verified Purchase,Excellent pc! I got it upgraded and am so glad I did. They did an awesome job and have outstanding customer service @ Michael Electronics 2. Love this pc!
B07DCFJGMY,1,Poor quality and crappy customer service,https://www.amazon.com/gp/customer-reviews/R1GKFS6ZAM0BPT/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DCFJGMY," August 31, 2018",Joshua Holmes,,My first one came dead on arrival. The second one worked for a little over a month and then the GPU broke. HP customer service is terrible. They really don't care and just will tell you to mail it back to them which takes a pretty long time. For this price could go with any other company and get a better laptop.
B07DCDGPWP,4,It's decent,https://www.amazon.com/gp/customer-reviews/R39FYNYZQE5FKF/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DCDGPWP," January 10, 2019",AussieG,,"I once bought a laptop for $500. It is now on it's last leg. I can't unplug it or else it will die and load up time is unbearable. I'm an artist, so I need something with power. I decided the Omen was for me. I do find myself on occasion lamenting the $1,000 I've spent on this. I do like it though, so I haven't returned it. It lags every once in a while with only 3 programs running. I was warned a long time ago though, that gaming laptops aren't so great at multitasking. With the HP Omen having twice the power of my old HP, I thought this would be better. I still can't play Street Fighter 5 on this and I couldn't on my old one. It has trouble working with large Window's Paint files, while my old HP didn't really. I love the lit keyboard, though I don't use my computer in the dark. I like the feel of it all. I can type faster on this keyboard and the weight is surprisingly light. I am mostly pleased with this."
B07C81XHMM,2,Expected more,https://www.amazon.com/gp/customer-reviews/RIQUQCIBO1OI6/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07C81XHMM," June 24, 2019",Kindle Customer,Verified Purchase,"The keyboard backlight is awesome, I love using it. The computer starts up really fast. I am not getting good run times on the battery though. The hinges for the screen that allow you to open and close the laptop cannot support its own weight. If the machine is tilted it will the screen will start doing back until it reaches its maximum flex point. Hinge needs to be much much better."
B07C81XHMM,4,MSI should have put better description on their website,https://www.amazon.com/gp/customer-reviews/R2R7EKGL0A10G/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07C81XHMM," August 2, 2018",ConcreteResurfacer,Verified Purchase,The keyboard isn't multi-colored. MSI should have put better description on their website. MSI's customer service is less than desirable. Otherwise it is a kick-ass machine. MichaelElectronics was helpful and much more responsive than MSI's support.
B07C81XHMM,5,WHOOP WHOOP THIS THING IS A BEAST!!,https://www.amazon.com/gp/customer-reviews/R3HOIC0QLO1U2C/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07C81XHMM," June 12, 2019",Sasslla,Verified Purchase,"Laptop is awesome, highly recommend. Playing wow and siege on high and no issues!"
B07C81XHMM,5,Five Stars,https://www.amazon.com/gp/customer-reviews/R4SIPJHVBQGOJ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07C81XHMM," July 26, 2018",Leonard C. Moody,Verified Purchase,Excellent. Highly recommend.
B07CB2HV55,1,Not worth what you will pay.,https://www.amazon.com/gp/customer-reviews/R12H6LR0ZV225/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07CB2HV55," May 13, 2019",Cindy Skogen,Verified Purchase,Sent back twice for repair. Many annoying pop-ups all the time. No windows unless you pay extra. Expensive. Buy Apple instead. Won’t make this mistake again!
B07CB2HV55,5,I love this sleek workhorse laptop,https://www.amazon.com/gp/customer-reviews/R27REA5K6NIDOB/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07CB2HV55," February 6, 2020",BAustin,Verified Purchase,"I love this laptop for my home based business!! Throughout my career I have had Dell, Visio and Asur products in addition to HP and now as a business owner I rely on HP for performance and security"
B07CCPF79Q,5,MSI great for Photos,https://www.amazon.com/gp/customer-reviews/R24ZPGSR6DCLVW/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07CCPF79Q," August 18, 2019",larch45,Verified Purchase,"i am not a gamer, but my son advised a gaming laptop to handle the intense graphics from my photography. He was so right! I have been very happy with this computer and the speed with which it handled my pictures. Editing has become a pleasure again."
B07CCPF79Q,5,Best Gaming Laptop I've Ever Had,https://www.amazon.com/gp/customer-reviews/R1XVOHZ47PEIHA/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07CCPF79Q," September 2, 2019",Adrian J. Novelle,Verified Purchase,"Where do I begin? This beast of a gaming laptop from MSI is simply amazing. The screen is a full 1080p, the keyboard is soft, quiet, and perfect for typing as well as RGB'd, the touchpad is probably great, but I never use it as I much prefer mice, the cooling is fantastic, the sound is great, and I can tell that MSI put a lot of thought and consideration into designing this laptop. It includes a 256-gig solid-state boot drive and a terabyte HDD, which means more space and better reliability. The GTX 1060 graphics card makes it competitive, even against my old Dell Inspiron 7559, which only had a GTX 960M; and the i7-8750H processor is as fast as it is powerful. My old Dell had an i7-6700HQ, which sounds good, but only ran at a modest 2.4 GHz. According to MSI, whom I emailed to help confirm this, the i7-8750H idles at a low 2.2 GHz, but actually accelerates when gaming, making it easier to cool when not in-game, and giving you power and speed when you need it most. The i7-6700HQ does not, and thus, I experienced a lot of crashes in higher-end titles, most likely from that processor. Considering it was from Dell and not an overpriced behemoth from their Alienware lineup, my old Inspiron was good, but my MSI is downright outstanding. I simply cannot recommend this laptop (or one similar) enough - between your processor, graphics card, and 16 gigs of RAM, you're practically unstoppable."
B07CCPF79Q,4,"Great laptop, a little hot",https://www.amazon.com/gp/customer-reviews/R1X1MEK9BEYBLH/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07CCPF79Q," November 27, 2019",JSIII,Verified Purchase,"First of all the performance of this laptop is EXCELLENT. The only downside as with almost all laptops, even ones designed for gaming is over-heating. Under-Heavy load it will be running in turbo mode (loud) and performance will be throttled. A cooling pad greatly helps this."
B07CCPF79Q,5,Outstanding Gaming Laptop! I love the RGB Lighting and it looks so cool!,https://www.amazon.com/gp/customer-reviews/R3UWP8G5TZMND8/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07CCPF79Q," October 21, 2018",Ellapapa,Verified Purchase,Right from the moment the laptop booted I knew I was seeing a huge performance upgrade from my old 2nd Gen I7 desktop.
B07CCPF79Q,4,Muy buena LapTop,https://www.amazon.com/gp/customer-reviews/R3UN3QOAUQKR8S/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07CCPF79Q," May 27, 2019",Erick Melo Naranjo,Verified Purchase," Muy buena laptop, en la parte del teclado se siente mucho la temperatura, esto no quiere decir que baje su rendimiento, tiene excelentes prestaciones, la batería dura poco con funciones de ofimática poco mas de 2 horas con suerte, no he jugado aun pero me imagino que durara mucho menos. El mouse un desastre, muy poco preciso, con un mouse gamer externo te olvidas de ese inconveniente."
B07CCPF79Q,4,I love it. been using this for about a month ...,https://www.amazon.com/gp/customer-reviews/R2OJTQ4PWO8R4R/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07CCPF79Q," July 8, 2018",Phantom,Verified Purchase,"I love it. been using this for about a month and a half already and have not had any problems with it. i think my only gripe is with the mouse pad and its limitations, not really able to adjust it much."
B07CCPF79Q,1,Completely Defective device,https://www.amazon.com/gp/customer-reviews/R1WJ4IG9FCAV6I/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07CCPF79Q," May 24, 2020",AUGUST RAMIREZ,Verified Purchase,"I purchase this computer and kept it in it's package a couple of months. When I opened the package, the return warranty had already expired. I could not believe how these people could sell a useless and defective computer in such bad conditions. Almost every part of the computer had to be replaced, including screen, keyboard, mouse, processor, video car and several other issues in order for it to work. Till this date my audio keep going and coming as this was also an issue that apparently failed again. I had send the computer back to MSI 4 different times in order to get it to work properly because I could not return it back. In conclusion; never buy a pc on amazon because you never what your going to get. Apparently this was a defective refurbished computer sold as new. It's just to risky!"
B07CCPF79Q,5,Good product,https://www.amazon.com/gp/customer-reviews/R7IEH6VQO7OS5/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07CCPF79Q," July 2, 2019",Candy Chen,Verified Purchase,Good product but too heavy.
B07CBFZ2Q3,5,Honest Customer review,https://www.amazon.com/gp/customer-reviews/R35WYBLUME89VN/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07CBFZ2Q3," October 24, 2018",Jay,Verified Purchase,"Very Great Laptop, very solid and stout, beefy and heavy, i have no complaints with it. Everything works on it perfectly fine, very great gaming laptop. Worth the dime, it has 3 M.2 SSD slots, 2 extra RAM slots. If ANY HELP or Questions im glad to help out, Battery life is low of course because its a gaming laptop generally gaming laptops are not ment to save battery."
B07CBFZ2Q3,4,Coil whine,https://www.amazon.com/gp/customer-reviews/RB240S8JBK8H/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07CBFZ2Q3," September 2, 2019",Aurora,Verified Purchase,"Overall great laptop, more than enough for every game out there. Fans are quiete silent compared to other models. Only problem is the coil whine."
B07CBFZ2Q3,3,F6 key not working properly.,https://www.amazon.com/gp/customer-reviews/R1IF9HY89DA850/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07CBFZ2Q3," September 8, 2018",Rauf Bayramov,Verified Purchase,F6 key not working properly.
B07CBFZ2Q3,1,Nothing but issues - Sent into repair 3 times so far within 8 months,https://www.amazon.com/gp/customer-reviews/R7QYIZXH8N541/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07CBFZ2Q3," March 8, 2019",Christopher Montufar,,"Within 3 months of having this product, the laptop started to have issues with it being able to charge or received power. 1st time it was sent out it took a month total only to receive back a new power cord from ASUS and it still didn't solve the problem. 2nd time, they replaced the mother board and it worked for 2 weeks and it went back to not being able to charge nor receive power. Just sending it in a 3rd time, not sure why I bothered."
B07BW4H48Q,1,Don’t waste your money.,https://www.amazon.com/gp/customer-reviews/RB7Y8LBDBSVTJ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07BW4H48Q," January 15, 2019",F64,Verified Purchase,"I am highly disappointed in this product. After setting it up, it keeps restarting it self. I am retuning it. After spending so much money on this product and within 5min of using it, it is no good. I keep getting this stupid message ever time the laptop reboot its self over and over again with me touching anything. I’m going back to MAC."
B07C89B5HY,1,which made me think that i had a great deal. Little did I know that I was ...,https://www.amazon.com/gp/customer-reviews/RE1BJQT0P8OJQ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07C89B5HY," June 13, 2018",Amazon Customer,Verified Purchase,"The Laptop came well packed and fast, which made me think that i had a great deal. Little did I know that I was so wrong! I turned it on and the OS was stuck in French and would not switch regions. I had to back door reinstall the whole OS. Then a half hour after getting that problem fitted the wireless drive stopped working. Lets just say not happy with MSI at all and will not be buying anything else they make ever again."
B07C556HG8,1,Don't buy from vendor.,https://www.amazon.com/gp/customer-reviews/RFDR3B5WN96HO/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07C556HG8," December 10, 2018",Katie,Verified Purchase,Laptop would not boot up after multiple attempts even after following all the Hp website troubleshooting recommendations. Poor customer service from vendor. Returned product.
B07C556HG8,3,This refurbished computer was defective as sent by the vender.,https://www.amazon.com/gp/customer-reviews/R1TGNOIRV4AIWC/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07C556HG8," November 25, 2018",Kate Ride,Verified Purchase,"I returned this computer the day after it arrived because the SD Card Reader was defective. It was difficult to push the card into the slot and to remove it. With a bright flashlight, it looks like something is stuck in the slot."
B07C556HG8,1,DO NOT BUY FROM ROCKET COMPUTER CERTIFIED!!,https://www.amazon.com/gp/customer-reviews/R3AW36MBZJX691/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07C556HG8," July 15, 2019",Timkurt,Verified Purchase,"This company bought some laptops from Microcad in Canada, and are re-selling them, and putting microcad info in the box. The laptop has NO OPERATING SYSTEM installed, even though it says Windows 10 here on Amazon. I'm pretty pissed. I have to return it, wasting my time. Scam."
B07C556HG8,4,Four Stars,https://www.amazon.com/gp/customer-reviews/R3CHRLBS0ROP23/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07C556HG8," June 11, 2018",John C Rockwell,Verified Purchase,Good computer but not the most recent iteration of the Intel chipset.
B07C556HG8,5,Five Stars,https://www.amazon.com/gp/customer-reviews/R3N6MHJY37U989/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07C556HG8," April 30, 2018",Alberto Jairo Pinilla,Verified Purchase,Up to now everything is fine. Thanks!
B07C7TSSC9,5,Great bang for the buck,https://www.amazon.com/gp/customer-reviews/R1SF4OES87HSQC/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07C7TSSC9," September 12, 2018",S. Davis,Verified Purchase,"I bought this for scientific work as a mobile workstation. The main reason was the 6 cores, 32gb and high end graphics card, with a large 17 inch screen. It came as advertised, and in a benchmark was faster than my 1 year old 12 core, 64 gb Dell workstation."
B07C7ZYDWD,5,Exactly what I was expecting and very happy with my laptop,https://www.amazon.com/gp/customer-reviews/R13X7PU6AGRMZY/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07C7ZYDWD," July 4, 2019",SLPCanadian,Verified Purchase,This is exactly the laptop that I had ordered and I’m very happy with it
B07BSKLV3K,5,Top notch specs and design - minor letdowns but still a 5 star regardless!,https://www.amazon.com/gp/customer-reviews/RD96JCCY01GW6/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07BSKLV3K," May 25, 2018",EvilTechie,Verified Purchase,"Wow, what can I say... let me try to constrain my emotions and keep my ROG fan boy inside my pants for a moment and write an unbiased review to the best of my abilities."
B07BSKLV3K,5,"Great purchase, recommended.",https://www.amazon.com/gp/customer-reviews/R2SPM27US78GEQ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07BSKLV3K," February 11, 2019",Khaled,Verified Purchase,"RTX 2070 Max Q 15"" inch version"
B07BSKLV3K,3,Powerful Laptop -- but a hinge broke after 1 month?,https://www.amazon.com/gp/customer-reviews/R3JEVU65GG1Q9D/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07BSKLV3K," August 11, 2018",Michael Wyatt,Verified Purchase,"Powerful laptop. Runs everything I've thrown at it. Looks great. Lightweight. Very quiet when not under load. If you crank the fans up, expect to hear a jet engine nearby, though!"
B07BQJWZ6G,5,Great Chromebook!!,https://www.amazon.com/gp/customer-reviews/R308AHFJM1QFXO/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07BQJWZ6G," February 9, 2019",Dan Johnson,Verified Purchase,"We bought this laptop several months ago for teaching online classes and we couldn't ask for a better machine for the price. We are very impressed with the overall speed and function. It has a touchscreen which we have ended up using much more than we anticipated. It feels sleek and smooth and looks nice as well. We use it for a few hours a day and only have to charge it every couple of days. My only issue is the camera quality. Its not bad, but because we use it daily for work it is noticeably inferior to a more quality laptop computer (which was expected for the price). I would absolutely buy this computer again as it meets all of our needs."
B07BQJWZ6G,4,Good value Chromebook for Productivity,https://www.amazon.com/gp/customer-reviews/RBMV6ZYO3P705/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07BQJWZ6G," December 10, 2018",Jonathan Cheng,Verified Purchase,"Been using a HP 14-Q007TU since 2014 and it has served me very well. Unfortunately, the keyboard is no longer reliable. Otherwise the Chromebook works just fine. If I attached a keyboard, it will work. But that's a pain. It did not have touchscreen or Google Play Apps. Have been looking for a replacement. The HP 14-ca061dx caught my attention. It ticked the boxes for touchscreen and includes ability to install Google Play Apps. Personally prefer the 14"" units since it makes it easier to work. Found the 11"" units a little fiddly. Hopeful that it will be better than the 14-Q007TU."
B07BQJWZ6G,4,Good inexpensive Chromebook,https://www.amazon.com/gp/customer-reviews/R2LMC9AZ2E0G3O/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07BQJWZ6G," April 29, 2019",ewlwmggw,Verified Purchase,"This is the second one I purchased and both were for retired older ladies to use for email and surfing the internet. Both women seem to like the Chromebooks and found them easy to use. So far we've found the battery life to be pretty good. Plus I wanted to point out a couple things that people seem to get wrong in the Q&A section and review section. THIS IS A NEW CHROMEBOOK, it isn't refurbished. THIS IS A TOUCHSCREEN CHROMEBOOK, yes I tested it and the touchscreen works every time I've tried it. The only downside I would point out is that the screen is a bit on the weak side, it has a limited viewing angle, have to be right in front of it, off to the side a bit and it'll be hard to use or view. Only other thing to mention is if you want to hook it up to a monitor or TV you'll need to get a USB-C adapter like a USB-C to HDMI adapter or cord, it doesn't come with a video out port like HDMI."
B07BQJWZ6G,1,Came Defective Immediately,https://www.amazon.com/gp/customer-reviews/R167Y13MAR4OJD/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07BQJWZ6G," February 14, 2019",Billie,Verified Purchase,"I was so excited for this new chromebook. I was excited about the app feature and I did a lot of research before I purchased. I thought, considering my needs and the price, this was exactly what I wanted. When it arrived I rushed home, ready to finally have an upgraded piece of technology, only for the screen to go black than white with a yellow caution sign telling me Chrome OS was defective or missing! Overall, extremely disappointed and I didn't want a replacement at the risk of this happening again so I returned it. Glad I did this through Amazon as their return policy is really forgiving and quick."
B07BQJWZ6G,4,Not a Touchscreen But it is Fast,https://www.amazon.com/gp/customer-reviews/R4HIIR22ATYJ1/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07BQJWZ6G," December 25, 2018",Apprentice,Verified Purchase,The title says Touchscreen but it is not. I didn't buy it because it said touchscreen I just thought that would be a plus if it did so it is not a deal breaker. It is fast it uses 5g and has a 4k display.
B07BQJWZ6G,4,So far so good,https://www.amazon.com/gp/customer-reviews/R1Z47AOK4YB1J8/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07BQJWZ6G," August 24, 2019",Amazon Customer,Verified Purchase,"I've had this computer for a month and am very impressed. It's light, has a great battery, and the chrome OS works better than expected. Speed is great so far, but I will see if holds up. I'd give it five stars except I've only had it for a month so am still holding by breathe with problems that sometimes bubble up with low cost computers"
B07BQJWZ6G,5,This is the best Chromebook i Had ever bought !!!!!!!!!!,https://www.amazon.com/gp/customer-reviews/RMA7WP0IM9J2D/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07BQJWZ6G," January 11, 2019",Ahmed,Verified Purchase,When i saw it wasn't going to buy it because i saw in the comments that is was not touchscreen but it is written touchscreen in the title so i said to my self it is cheap but what if it wasn't touchscreen so i just bought it and it turned that it is touchscreen! And if you are looking for a chromebook this is the best choice.
B07BQJWZ6G,5,Great Value BATTERY NEVER DIES,https://www.amazon.com/gp/customer-reviews/RBFDGJMZDVN9L/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07BQJWZ6G," June 30, 2019",Liam Lewis,Verified Purchase,"Great battery life, don't expect this to be top of the line, but the best bang for your buck by far. Stream hd, check email, browse the web (90 percent of the stuff I do) it's absolutely perfect. Ended up having to get more ram for web design but this is my personal laptop for hanging out at home. Great but for the price, literally runs for 13 hours without a charge."
B07BP9B1NT,3,Performance sacrifice for pricepoint.,https://www.amazon.com/gp/customer-reviews/R1CAT0Q2WUBIBZ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07BP9B1NT," November 29, 2018",Josh L.,Verified Purchase,The specifications of the device are definitely why this device captured my attention over competitors in this class of gaming device.
B07BP9B1NT,4,Good work laptop so far,https://www.amazon.com/gp/customer-reviews/R15BQSNSYLYPLH/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07BP9B1NT," November 20, 2018",Z,Verified Purchase,"My laptop is not for gaming, its for Adobe CC suite and light video editing so I went with the i5-8300H/1050Ti combo. So far I like the laptop especially for the price I paid but its not perfect. I upgraded within 3 days to 16GB RAM and a larger faster M2 drive. Here is my general review:"
B07BP9B1NT,5,Great for 3d content creation.,https://www.amazon.com/gp/customer-reviews/R3LFHFLBZ8BUEU/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07BP9B1NT," June 29, 2018",Juan,Verified Purchase,"So far it has been an awesome laptop. I use it for 3d work and it flies with the new processors. The 1050, although no the best card, can run substance painter very well with 2k textures, but if you want to work directly with 4k textures it will slow down."
B07BP9B1NT,3,Asus is slacking on quality assurance,https://www.amazon.com/gp/customer-reviews/RA6IEIQJGJVYD/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07BP9B1NT," November 28, 2018",Irakli Mgebrishvili,Verified Purchase,I'll start with the bad and the annoying stuff first:
